当座預金口座,返済期間,信用履歴,目的,借入金額,普通預金口座,雇用状況,性別など,保証人など,資産,年齢,その他借入,住居,仕事,電話番号,審査結果
0DM未満,24,要注意人物,仕事,1382,100～500DM,勤続4年以上7年未満,男性／独身,なし,不動産,26,なし,家主,正社員,登録あり,安全
口座なし,15,遅延なく返済中,家電,874,口座なし,勤続１年未満,女性／離婚・別居・結婚,なし,不動産,24,なし,家主,正社員,,安全
0DM未満,12,遅延なく返済中,家具など,3590,100DM未満,勤続1年以上4年未満,男性／独身,連帯債務者,生命保険など,29,なし,家主,パート/アルバイト,,安全
200DM未満,11,要注意人物,新車,1322,1000DM以上,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,その他資産,40,なし,家主,正社員,,安全
0DM未満,18,当銀行の返済金なし,ラジオ／テレビ,1940,100DM未満,勤続１年未満,男性／独身,連帯債務者,なし,36,銀行,家族と同居,管理者/役員,登録あり,安全
口座なし,36,遅延なく返済中,ラジオ／テレビ,3595,100DM未満,勤続7年以上,男性／独身,なし,その他資産,28,なし,家主,正社員,,安全
0DM未満,9,遅延なく返済中,新車,1422,100DM未満,勤続１年未満,男性／独身,なし,なし,27,なし,家族と同居,管理者/役員,登録あり,リスクあり
口座なし,30,要注意人物,ラジオ／テレビ,6742,口座なし,勤続4年以上7年未満,男性／独身,なし,生命保険など,36,なし,家主,正社員,,安全
口座なし,24,遅延なく返済中,中古車,7814,100DM未満,勤続4年以上7年未満,男性／独身,なし,その他資産,38,なし,家主,管理者/役員,登録あり,安全
口座なし,24,遅延なく返済中,中古車,9277,口座なし,勤続1年以上4年未満,男性／離婚・別居,なし,なし,48,なし,家族と同居,正社員,登録あり,安全
200DM未満,30,要注意人物,新車,2181,口座なし,勤続7年以上,男性／独身,なし,不動産,36,なし,家主,正社員,,安全
口座なし,18,要注意人物,ラジオ／テレビ,1098,100DM未満,失業中,女性／離婚・別居・結婚,なし,その他資産,65,なし,家主,無職,,安全
200DM未満,24,遅延なく返済中,家具など,4057,100DM未満,勤続4年以上7年未満,男性／離婚・別居,なし,その他資産,43,なし,家主,正社員,登録あり,リスクあり
0DM未満,12,遅延なく返済中,教育,795,100DM未満,勤続１年未満,女性／離婚・別居・結婚,なし,生命保険など,53,なし,家主,正社員,,リスクあり
200DM未満,24,要注意人物,仕事,2825,口座なし,勤続4年以上7年未満,男性／独身,なし,なし,34,なし,家主,正社員,登録あり,安全
200DM未満,48,遅延なく返済中,仕事,15672,100DM未満,勤続1年以上4年未満,男性／独身,なし,その他資産,23,なし,家主,正社員,登録あり,リスクあり
口座なし,36,要注意人物,新車,6614,100DM未満,勤続7年以上,男性／独身,なし,その他資産,34,なし,家主,管理者/役員,登録あり,安全
口座なし,28,当銀行の返済金なし,中古車,7824,口座なし,勤続１年未満,男性／独身,保証人,不動産,40,銀行,賃貸,正社員,登録あり,安全
0DM未満,27,要注意人物,仕事,2442,100DM未満,勤続7年以上,男性／独身,なし,その他資産,43,消費者金融,家主,管理者/役員,登録あり,安全
口座なし,15,要注意人物,ラジオ／テレビ,1829,100DM未満,勤続7年以上,男性／独身,なし,その他資産,46,なし,家主,正社員,登録あり,安全
0DM未満,12,要注意人物,新車,2171,100DM未満,勤続1年以上4年未満,男性／独身,なし,生命保険など,38,銀行,家主,パート/アルバイト,,安全
200DM未満,36,要注意人物,中古車,5800,100DM未満,勤続1年以上4年未満,男性／独身,なし,その他資産,34,なし,家主,正社員,登録あり,安全
口座なし,18,要注意人物,ラジオ／テレビ,1169,口座なし,勤続1年以上4年未満,男性／独身,なし,生命保険など,29,なし,家主,正社員,登録あり,安全
口座なし,36,遅延あり,中古車,8947,口座なし,勤続4年以上7年未満,男性／独身,なし,その他資産,31,消費者金融,家主,管理者/役員,登録あり,安全
0DM未満,21,遅延なく返済中,ラジオ／テレビ,2606,100DM未満,勤続１年未満,女性／離婚・別居・結婚,なし,生命保険など,28,なし,賃貸,管理者/役員,登録あり,安全
口座なし,12,要注意人物,家具など,1592,1000DM以上,勤続4年以上7年未満,女性／離婚・別居・結婚,なし,生命保険など,35,なし,家主,正社員,,安全
口座なし,15,遅延なく返済中,家具など,2186,口座なし,勤続4年以上7年未満,女性／離婚・別居・結婚,なし,不動産,33,銀行,賃貸,パート/アルバイト,,安全
0DM未満,18,遅延なく返済中,家具など,4153,100DM未満,勤続1年以上4年未満,男性／独身,連帯債務者,その他資産,42,なし,家主,正社員,,リスクあり
0DM未満,16,要注意人物,新車,2625,100DM未満,勤続7年以上,男性／独身,保証人,生命保険など,43,銀行,賃貸,正社員,登録あり,リスクあり
口座なし,20,要注意人物,新車,3485,口座なし,勤続１年未満,男性／離婚・別居,なし,不動産,44,なし,家主,正社員,登録あり,安全
口座なし,36,要注意人物,中古車,10477,口座なし,勤続7年以上,男性／独身,なし,なし,42,なし,家族と同居,正社員,,安全
口座なし,15,遅延なく返済中,ラジオ／テレビ,1386,口座なし,勤続1年以上4年未満,男性／既婚・未亡人,なし,不動産,40,なし,賃貸,正社員,登録あり,安全
口座なし,24,遅延なく返済中,ラジオ／テレビ,1278,100DM未満,勤続7年以上,男性／独身,なし,不動産,36,なし,家主,管理者/役員,登録あり,安全
0DM未満,12,遅延なく返済中,ラジオ／テレビ,1107,100DM未満,勤続1年以上4年未満,男性／独身,なし,不動産,20,なし,賃貸,管理者/役員,登録あり,安全
0DM未満,21,遅延なく返済中,新車,3763,口座なし,勤続4年以上7年未満,男性／独身,連帯債務者,不動産,24,なし,家主,パート/アルバイト,,安全
200DM未満,36,遅延なく返済中,教育,3711,口座なし,勤続1年以上4年未満,男性／既婚・未亡人,なし,その他資産,27,なし,家主,正社員,,安全
口座なし,15,遅延あり,中古車,3594,100DM未満,勤続１年未満,女性／離婚・別居・結婚,なし,生命保険など,46,なし,家主,パート/アルバイト,,安全
200DM未満,9,遅延なく返済中,新車,3195,口座なし,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,不動産,33,なし,家主,パート/アルバイト,,安全
口座なし,36,遅延あり,ラジオ／テレビ,4454,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,不動産,34,なし,家主,正社員,,安全
200DM未満,24,要注意人物,家具など,4736,100DM未満,勤続１年未満,女性／離婚・別居・結婚,なし,その他資産,25,銀行,家主,パート/アルバイト,,リスクあり
200DM未満,30,遅延なく返済中,ラジオ／テレビ,2991,口座なし,勤続7年以上,女性／離婚・別居・結婚,なし,その他資産,25,なし,家主,正社員,,安全
口座なし,11,遅延なく返済中,仕事,2142,1000DM以上,勤続7年以上,男性／離婚・別居,なし,不動産,28,なし,家主,正社員,登録あり,安全
0DM未満,24,当銀行の返済金なし,仕事,3161,100DM未満,勤続1年以上4年未満,男性／独身,なし,生命保険など,31,なし,賃貸,正社員,登録あり,リスクあり
200DM未満,48,借金なし,その他,18424,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,生命保険など,32,銀行,家主,管理者/役員,登録あり,リスクあり
口座なし,10,遅延なく返済中,中古車,2848,100～500DM,勤続1年以上4年未満,男性／独身,連帯債務者,不動産,32,なし,家主,正社員,,安全
0DM未満,6,遅延なく返済中,新車,14896,100DM未満,勤続7年以上,男性／独身,なし,なし,68,銀行,家主,管理者/役員,登録あり,リスクあり
0DM未満,24,遅延なく返済中,家具など,2359,100～500DM,失業中,男性／離婚・別居,なし,生命保険など,33,なし,家主,正社員,,リスクあり
0DM未満,24,遅延なく返済中,家具など,3345,100DM未満,勤続7年以上,男性／独身,なし,生命保険など,39,なし,賃貸,管理者/役員,登録あり,リスクあり
口座なし,18,要注意人物,家具など,1817,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,なし,28,なし,家主,正社員,,安全
口座なし,48,遅延あり,ラジオ／テレビ,12749,500～1000DM,勤続4年以上7年未満,男性／独身,なし,その他資産,37,なし,家主,管理者/役員,登録あり,安全
0DM未満,9,遅延なく返済中,ラジオ／テレビ,1366,100DM未満,勤続１年未満,女性／離婚・別居・結婚,なし,生命保険など,22,なし,賃貸,正社員,,リスクあり
200DM未満,12,遅延なく返済中,新車,2002,100DM未満,勤続4年以上7年未満,男性／独身,なし,生命保険など,30,なし,賃貸,正社員,登録あり,安全
0DM未満,24,当銀行の返済金なし,家具など,6872,100DM未満,勤続１年未満,男性／離婚・別居,なし,生命保険など,55,銀行,家主,正社員,登録あり,リスクあり
0DM未満,12,当銀行の返済金なし,新車,697,100DM未満,勤続１年未満,男性／独身,なし,その他資産,46,銀行,家主,正社員,登録あり,リスクあり
0DM未満,18,要注意人物,家具など,1049,100DM未満,勤続１年未満,女性／離婚・別居・結婚,なし,生命保険など,21,なし,賃貸,正社員,,安全
0DM未満,48,遅延なく返済中,中古車,10297,100DM未満,勤続4年以上7年未満,男性／独身,なし,なし,39,消費者金融,家族と同居,正社員,登録あり,リスクあり
口座なし,30,遅延なく返済中,ラジオ／テレビ,1867,口座なし,勤続7年以上,男性／独身,なし,その他資産,58,なし,家主,正社員,登録あり,安全
0DM未満,12,遅延あり,新車,1344,100DM未満,勤続1年以上4年未満,男性／独身,なし,不動産,43,なし,家主,パート/アルバイト,,安全
0DM未満,24,遅延なく返済中,家具など,1747,100DM未満,勤続１年未満,男性／独身,連帯債務者,生命保険など,24,なし,家主,パート/アルバイト,,安全
200DM未満,9,遅延なく返済中,ラジオ／テレビ,1670,100DM未満,勤続１年未満,女性／離婚・別居・結婚,なし,その他資産,22,なし,家主,正社員,登録あり,リスクあり
口座なし,9,要注意人物,新車,1224,100DM未満,勤続1年以上4年未満,男性／独身,なし,不動産,30,なし,家主,正社員,,安全
口座なし,12,要注意人物,ラジオ／テレビ,522,500～1000DM,勤続7年以上,男性／独身,なし,生命保険など,42,なし,家主,正社員,登録あり,安全
0DM未満,12,遅延なく返済中,ラジオ／テレビ,1498,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,その他資産,23,銀行,家主,正社員,,安全
200DM未満,30,遅延あり,ラジオ／テレビ,1919,100～500DM,勤続１年未満,男性／独身,なし,なし,30,消費者金融,家主,管理者/役員,,リスクあり
200DM以上または給与振込口座,9,遅延なく返済中,ラジオ／テレビ,745,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,不動産,28,なし,家主,パート/アルバイト,,リスクあり
200DM未満,6,遅延なく返済中,ラジオ／テレビ,2063,100DM未満,勤続１年未満,男性／既婚・未亡人,なし,その他資産,30,なし,賃貸,管理者/役員,登録あり,安全
200DM未満,60,遅延なく返済中,教育,6288,100DM未満,勤続1年以上4年未満,男性／独身,なし,なし,42,なし,家族と同居,正社員,,リスクあり
口座なし,24,要注意人物,中古車,6842,口座なし,勤続1年以上4年未満,男性／独身,なし,生命保険など,46,なし,家主,管理者/役員,登録あり,安全
口座なし,12,遅延なく返済中,新車,3527,口座なし,勤続１年未満,男性／独身,なし,生命保険など,45,なし,家主,管理者/役員,登録あり,安全
口座なし,10,遅延なく返済中,新車,1546,100DM未満,勤続1年以上4年未満,男性／独身,なし,不動産,31,なし,家主,パート/アルバイト,,安全
口座なし,24,遅延なく返済中,家具など,929,口座なし,勤続4年以上7年未満,男性／独身,なし,その他資産,31,消費者金融,家主,正社員,登録あり,安全
